Geneid	SRR1573504	SRR1573505	SRR1573506	SRR1573507	SRR1573508	SRR1573509	SRR1573510	SRR1573511	SRR1573512	SRR1573513	SRR1573514	SRR1573515	SRR1573516	SRR1573517	SRR1573518	SRR1573519	SRR1573520	SRR1573521	SRR1573522	SRR1573523	SRR1573524	SRR1573525	SRR1573526	SRR1573527
gene-LOC103626456	419	206	137	545	169	402	83	155	149	310	141	189	93	101	346	138	77	142	57	51	292	22	154	103
gene-LOC100281085	39	10	16	96	52	76	51	113	39	100	15	18	33	45	113	18	0	5	1	0	98	38	11	138
gene-LOC103626457	123	84	75	96	81	148	41	30	36	92	59	86	51	80	131	59	24	35	23	0	96	2	6	19
gene-LOC100279926	2637	1811	1620	1436	1259	3352	1090	599	530	2156	1539	1743	1307	1092	3558	3953	988	1077	718	289	2429	610	1966	1820
gene-LOC100274819	1467	860	825	1231	703	1340	569	423	303	667	245	294	242	144	629	932	125	255	168	125	489	83	474	174
gene-LOC103626458	782	350	511	654	508	716	254	85	227	520	182	359	323	226	542	725	109	370	19	27	105	106	176	30
gene-LOC541647	195	79	117	374	275	865	168	51	89	252	66	114	82	43	286	12	21	29	200	62	352	5	158	53
gene-LOC100273140	4853	2101	2194	4159	1922	6252	1427	1697	1118	2967	1453	1830	1058	955	4130	995	326	502	276	121	877	136	1026	495
gene-LOC100383370	777	799	752	1006	1094	2211	463	311	252	704	249	393	215	135	697	3380	861	1529	1537	698	4676	267	1765	1408
gene-LOC100281412	720	267	294	1007	396	1132	234	213	202	483	319	410	248	235	799	232	38	175	72	57	307	86	428	57
gene-LOC103626459	4	2	1	2	0	0	2	5	2	4	1	8	2	1	12	2	0	0	0	0	0	2	0	0
gene-LOC103628234	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene-LOC118472020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103628236	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100281436	20	16	3	1	4	4	5	0	2	17	16	16	8	15	65	0	0	0	58	2	0	0	0	0
gene-LOC103628237	0	0	0	0	8	0	8	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC103628238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100273158	10822	2289	2479	10295	2682	9969	1460	3062	1352	9288	4021	5564	3505	3231	9647	4167	790	1607	1605	662	3514	513	2598	1107
gene-LOC100273416	2137	1001	1132	2011	862	2763	710	1460	491	1154	483	611	326	222	1415	752	495	424	214	173	675	359	796	595
gene-LOC100283270	725	630	622	808	715	2586	574	284	444	2102	991	1225	906	810	1381	363	233	363	27	139	123	50	100	572
gene-LOC100283023	8466	7122	7176	7143	5683	12718	5939	3132	2611	5618	3103	4621	2871	2299	8708	10298	1838	3161	3508	999	5673	1721	4494	3299
gene-LOC103626462	940	786	637	1013	684	1908	431	257	316	1109	734	1086	781	677	1828	787	185	435	508	192	557	89	470	426
gene-LOC100274388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107303345	0	0	0	2	0	8	0	4	0	10	0	10	2	0	17	0	0	0	0	0	0	0	0	0
gene-LOC100501638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626463	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
gene-LOC109939491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100382818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626464	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
gene-LOC107403072	283	187	101	156	55	113	49	39	39	138	63	111	41	38	149	21	0	3	0	1	0	0	0	0
gene-LOC103628242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100274804	2	10	12	2	0	4	22	125	134	517	146	79	16	104	111	0	0	0	0	0	0	69	0	0
gene-LOC111589270	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109939492	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAN-GUU-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118472021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100283208	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
gene-LOC542243	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626469	7	4	4	0	1	0	1	0	2	0	1	0	0	0	4	4	0	4	0	0	0	0	0	0
gene-LOC542315	1996	659	883	1339	448	1687	475	1153	464	1993	985	1255	1004	619	2041	918	112	319	104	40	363	173	988	187
gene-LOC103626470	2102	752	707	1738	613	2284	592	675	353	1067	955	1550	798	723	2616	807	128	414	114	84	279	190	307	111
gene-LOC103626471	199	71	39	74	46	99	6	15	26	58	44	90	24	30	107	79	4	34	0	11	2	27	60	2
gene-LOC542369	30011	12447	11684	21896	11811	42563	9069	6559	4472	23274	14273	25827	19192	18720	33363	21116	7304	9455	7526	2033	11479	4144	9593	6608
gene-LOC103626474	843	406	494	1122	481	1032	254	242	238	897	614	747	564	327	740	283	5	212	20	48	146	53	0	75
gene-LOC103626473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC103626475	23	4	10	31	64	54	6	0	4	20	14	30	10	29	32	27	0	0	63	20	82	42	1	0
gene-LOC100280184	1	0	0	12	10	13	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100282606	3928	2334	2494	6623	2576	6229	2102	2427	1392	5297	2386	3373	2509	1553	4916	2424	438	1492	1221	321	1371	224	1226	886
gene-LOC100381276	306562	114019	124869	316291	142164	334163	88956	109822	52459	153834	46918	67944	44604	40106	147115	198039	83607	89854	89335	31502	217222	32339	104614	86553
gene-LOC103626479	3	0	2	0	2	0	0	0	0	2	0	2	1	0	0	0	2	0	0	0	0	0	0	0
gene-LOC103626480	2761	994	1029	1882	923	2989	764	1093	698	1671	950	1215	717	623	2768	1063	206	408	579	141	589	258	872	485
gene-LOC100193029	6259	3275	3606	3322	2642	11827	2687	1733	1609	7412	3142	5170	3413	3084	7943	4962	727	1652	1545	450	2017	911	2634	1802
gene-LOC100280442	353	238	127	322	224	365	110	112	100	322	133	192	52	65	175	461	21	89	110	21	30	36	138	91
gene-LOC103626481	1772	622	623	1550	810	2344	406	543	262	1103	698	956	474	597	1859	783	268	295	298	156	1065	182	351	406
gene-LOC103626482	18790	16048	17117	13278	12397	48158	12884	6891	6043	50355	25134	37366	26735	28772	62275	16624	3640	7769	7006	1389	7116	4588	9119	8113
gene-LOC100275483	1558	595	396	1293	537	1288	383	606	274	731	508	713	324	402	1492	241	40	180	179	72	280	92	509	110
gene-LOC103626483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100280676	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100277107	14	10	13	18	14	27	6	6	14	19	5	12	28	13	25	5	6	5	0	2	12	2	15	6
gene-LOC542064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-LOC103626484	438	108	136	166	36	361	10	35	30	102	87	96	132	61	219	739	307	539	146	3	32	0	0	29
gene-LOC100278478	1031	143	431	84	331	1729	416	103	396	402	133	761	404	300	909	19	0	0	10	0	0	0	0	0
gene-LOC542027	2199	1213	1551	2136	1890	5491	1325	1160	917	3285	1147	2261	1068	1047	3559	1450	353	940	851	250	1316	606	1604	599
gene-LOC100502164	3614	1035	1114	2441	1015	4026	949	1178	736	3064	2186	4848	2829	3227	5346	3245	1597	1040	974	413	1684	244	647	408
gene-LOC100856959	2198	960	872	1787	690	1921	699	616	427	926	997	1566	833	826	2427	1226	384	555	834	119	431	244	516	318
gene-TRNAP-AGG-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626486	1039	448	364	686	340	1192	241	365	248	733	609	1019	559	599	1620	468	217	166	242	15	353	98	274	107
gene-LOC100280422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAP-AGG-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118471885	568	236	267	446	316	907	153	165	193	447	450	713	492	476	1097	417	175	133	157	18	207	54	161	85
gene-LOC100283919	2968	1496	1259	3173	1118	2606	1111	1316	634	2365	732	961	497	435	2160	1102	433	752	164	149	1074	254	802	403
gene-LOC100192665	5385	1419	1260	3541	1470	3189	1329	1522	650	1764	871	1488	1447	839	2179	2506	1073	1499	1231	417	2528	455	841	848
gene-TRNAP-AGG-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC542549	73852	26331	21442	57309	21791	64765	20166	25950	11621	48285	15541	22848	17789	13065	43213	39498	13483	18255	9650	3208	21670	7622	26377	18448
gene-LOC103626488	597	311	491	445	292	522	459	564	291	349	115	142	113	102	259	308	98	129	100	124	783	395	726	425
gene-LOC103626489	727	472	326	483	252	637	280	160	126	310	143	249	101	133	464	328	218	110	0	38	34	128	48	291
gene-LOC103626490	2455	801	673	2304	907	3317	660	812	492	2212	1288	1974	852	1012	3734	1040	133	514	740	195	709	367	526	178
gene-LOC100273359	5876	1772	1664	5863	1708	3857	1375	2676	867	2900	1922	2473	1245	1146	4012	2255	519	1075	556	255	1500	497	1464	824
gene-LOC103626492	72	38	33	14	24	98	9	9	17	78	54	44	14	19	96	55	0	5	0	0	2	0	18	0
gene-LOC100383154	9933	5043	3751	10000	3061	10521	2993	3804	2257	6955	3648	5816	2779	2707	9466	6138	1391	2571	1559	466	2820	919	2144	1909
gene-LOC100191893	876	494	277	753	390	1495	320	268	233	961	739	1144	376	307	1618	279	379	203	282	47	247	106	25	68
gene-LOC100272396	26577	10787	10553	17378	9551	30840	7473	9158	4249	20234	9601	17488	11590	11819	26031	15069	4151	5490	6897	2019	11044	2967	6246	5006
gene-LOC100277113	15129	6784	5467	12007	5360	14995	4917	5722	3578	21499	10958	16181	15292	9649	18239	9752	2910	4592	3283	742	2703	1968	8430	3020
gene-LOC100192678	1121	361	318	901	403	1154	273	508	171	626	202	362	177	107	634	467	167	268	140	95	394	60	242	338
gene-LOC103626493	4157	1174	1029	2841	1188	4008	762	1369	684	2912	1529	2847	1231	1645	4759	2373	296	710	562	189	1860	216	540	704
gene-LOC100282629	5496	2958	2802	4222	2637	9862	2144	1972	1203	4998	3230	4362	2097	2240	8544	4507	796	1789	1227	437	2711	934	2917	1974
gene-LOC542162	2016	593	638	1923	483	2439	568	783	321	1907	860	1349	551	591	2508	1007	174	455	161	101	653	291	582	405
gene-LOC111589492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626494	1861	575	585	1535	362	2212	573	1063	432	1922	1130	1508	757	718	2934	1233	425	579	775	228	929	256	548	587
gene-LOC103626495	0	0	0	0	0	10	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	2	8
gene-LOC103628257	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626498	0	0	1	0	4	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0	0	0	0
gene-LOC103626499	1515	379	246	1230	353	1326	317	746	248	1087	856	1118	619	593	2420	730	318	416	323	131	806	118	52	163
gene-LOC100281652	2043	780	791	1607	743	2674	674	627	378	1215	780	1210	658	623	1630	1139	282	585	294	89	541	316	555	455
gene-LOC103626500	3452	1407	2108	3348	1521	4224	994	639	809	1927	802	1304	687	645	2399	1987	371	796	601	280	1000	327	654	871
gene-LOC606412	842	420	491	592	288	768	358	212	132	552	337	401	147	236	931	780	27	312	137	36	133	70	10	331
gene-LOC103626501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100127010	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0
gene-LOC111589308	192	168	120	207	76	282	106	143	83	214	173	217	136	113	314	362	13	108	18	7	148	58	24	25
gene-LOC100276680	447	262	117	642	236	410	99	326	132	235	110	129	91	59	265	242	3	72	36	32	99	20	2	132
gene-LOC103626503	199	68	58	114	108	158	40	8	39	171	117	104	51	45	111	88	6	67	1	23	0	0	0	45
gene-LOC103628259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100192615	3360	1429	1659	1239	745	837	530	771	480	784	357	460	400	113	513	6080	1129	3679	425	257	1394	591	1974	736
gene-LOC100193709	452	208	214	81	41	110	34	28	21	116	45	62	25	22	78	645	183	352	0	2	18	20	109	71
gene-LOC100193107	1149	592	519	1851	657	1215	332	418	294	913	451	616	653	271	790	361	117	240	216	102	449	49	239	121
gene-LOC103626504	5974	2164	3868	5703	2368	6267	1567	1695	1434	4269	1956	3706	2616	2301	4648	3869	548	1865	1159	621	3153	552	1967	801
gene-LOC103628260	2	0	2	1	0	3	1	0	1	0	0	0	0	0	4	0	0	0	0	0	4	2	2	0
gene-LOC100281473	4359	2212	1489	2412	1376	4597	1340	1898	747	2658	3777	7421	2761	3783	8482	3136	774	1294	1375	374	2200	566	1351	1232
gene-LOC100272874	4273	1843	1086	5134	1594	4738	1450	1452	927	3285	4065	6627	3498	3463	9110	3149	1079	808	1346	264	1142	662	755	864
gene-LOC103628261	2	0	3	0	2	2	2	0	4	2	0	1	5	6	1	1	0	0	0	0	0	0	0	0
gene-LOC100285722	6221	5013	2757	3097	2233	4432	2625	1911	909	3831	1274	1815	1085	883	3612	4214	1061	1545	926	465	3149	715	1857	1744
gene-LOC103626507	5	0	4	6	0	5	1	0	0	2	5	8	3	0	8	0	0	0	0	0	0	0	0	0
gene-LOC103626508	0	0	0	0	2	1	0	1	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0
gene-LOC100276292	0	9	0	22	4	26	0	0	2	4	0	3	0	0	6	0	0	0	0	0	0	0	0	0
gene-LOC118472023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100282661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626509	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100275520	526	267	251	484	293	954	188	227	184	320	203	276	200	81	519	130	93	91	142	47	451	2	231	31
gene-LOC100273304	1446	1139	884	1108	621	2076	457	415	346	1844	759	1297	749	635	1735	1642	721	769	266	14	332	194	469	617
gene-LOC100282503	11432	8374	8115	11661	8412	16430	5620	2611	4185	7201	2585	3962	2396	1821	6801	8554	2473	4423	2565	918	5457	1584	4928	2487
gene-LOC100193279	1	3	4	18	0	0	4	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-LOC100273212	72941	35334	32876	35229	27113	72922	26230	20076	15914	45004	14869	23473	21569	19179	39999	42493	11801	22634	11021	3340	19005	8546	33182	13343
gene-LOC109939494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC542324	967	801	588	1500	1701	3521	878	185	435	422	156	190	216	151	500	697	349	179	212	47	280	220	1090	586
gene-LOC100383224	929	329	345	906	288	1152	223	326	211	514	395	444	196	175	857	455	153	223	175	57	291	78	351	279
gene-LOC103626512	91	95	109	580	308	276	155	132	186	168	21	49	39	16	88	14	0	2	0	0	0	12	2	8
gene-LOC100192023	2659	836	870	2019	832	2683	596	627	486	1136	632	1126	589	576	2033	857	185	316	350	89	837	167	576	308
gene-LOC100277615	4799	1943	1846	4032	2320	5893	1312	1192	770	4270	1989	2776	2363	1858	3416	4018	619	1468	1771	691	1702	521	1821	613
gene-LOC100272878	137	85	68	102	42	66	18	93	34	54	32	26	33	16	62	222	39	158	1	11	23	38	72	124
gene-LOC100284108	1411	447	370	1137	488	1341	305	640	278	395	367	525	258	252	990	501	189	167	187	88	688	74	786	123
gene-LOC541981	79915	38042	33789	60750	26123	72329	22020	27159	16100	36441	12680	18687	11817	8793	32261	29258	6120	13388	12394	5247	27474	6220	20152	11200
gene-LOC103626513	273507	118131	116603	277709	113535	291548	104268	96724	55682	211807	79768	110631	84482	54063	161643	150337	36807	72339	67846	31537	155707	37642	134527	68557
gene-LOC109939694	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100278836	20	12	7	104	4	43	20	22	4	7	16	12	28	8	43	14	0	2	0	0	0	0	88	2
gene-LOC100501658	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100501758	3	16	13	29	15	22	11	0	8	22	3	14	2	8	9	12	11	2	0	8	91	0	108	71
gene-LOC100191827	3849	1359	998	2256	1191	4698	768	929	693	7098	3615	6132	4101	3983	8821	4560	2676	1024	1068	376	2307	593	1239	1039
gene-LOC103626515	287	150	122	309	87	358	82	56	52	220	117	302	204	166	458	188	15	76	70	26	52	86	103	94
gene-LOC100281411	130	39	100	91	25	772	102	59	165	47	28	62	47	2	205	51	6	0	0	0	0	2	22	2
gene-LOC100192035	10281	4405	3307	3865	2589	7575	2287	2379	1448	5851	3554	5755	3252	2741	8507	7304	1751	2533	2115	681	3463	1366	2832	1558
gene-LOC100285692	543	433	301	909	456	1233	422	266	212	840	387	519	375	384	1198	1575	718	312	520	171	1285	264	510	462
gene-LOC100272354	250	165	159	311	124	795	84	97	71	574	523	743	715	438	1116	298	19	167	395	37	205	227	375	116
gene-LOC100192477	2737	1463	1467	2169	1324	3947	971	396	906	1640	1211	2502	1151	1129	2853	1528	407	848	1014	215	1085	372	1132	417
gene-LOC103626516	24697	12465	11259	21537	7629	11148	7979	9826	5046	7136	3017	4653	3962	2649	8427	17085	4527	9450	3513	2090	12563	3646	12793	5748
gene-LOC111589409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC110485088	0	0	9	0	0	0	7	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100216629	4334	1976	2353	3033	1072	3223	1153	1333	945	1999	1325	2104	1894	1326	2394	3426	814	1596	690	193	1646	675	1441	961
gene-LOC111589397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626518	4674	2758	2365	2570	2047	5040	1696	750	900	3081	1604	2842	1259	1503	4043	3255	1160	1177	1436	376	1897	755	1328	502
gene-LOC111589401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100382807	2430	1390	1577	2077	837	2435	754	1301	745	940	641	846	633	428	1472	2164	271	627	283	136	820	348	859	534
gene-LOC111589393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626520	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626519	23	8	7	19	15	11	4	1	13	21	4	6	15	4	8	1	1	1	0	0	75	0	1	0
gene-LOC100273430	7399	2952	4439	9230	3776	8395	2304	2692	2219	5426	1850	3274	2432	1705	4599	5279	1598	2300	1512	771	4205	909	2767	2080
gene-LOC100279929	2397	580	1235	747	673	8854	1259	534	999	1623	767	1835	1235	691	4600	503	90	191	638	76	102	347	356	250
gene-LOC100281051	2	6	10	0	11	7	8	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109939496	0	2	0	0	0	3	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAM-CAU-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100501379	2788	1332	1079	2739	1253	4682	944	724	684	3714	2066	2829	2294	2303	6437	2454	373	1111	1362	258	1701	480	1301	468
gene-LOC111589374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109939926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103628263	0	0	0	4	0	0	0	4	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100276745	5869	1684	2389	3166	1193	4269	1263	1534	761	2812	1453	3153	1470	1831	3668	2588	1665	1023	520	246	2446	464	1266	1133
gene-LOC541753	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene-LOC103626522	2527	814	823	1784	643	2052	566	879	481	1694	1159	1749	952	1107	2971	1100	150	372	211	110	904	378	591	312
gene-LOC100279176	160	121	129	146	112	198	88	81	57	103	48	51	42	24	109	162	48	111	28	30	118	38	122	93
gene-LOC732808	15237	6679	6266	5532	2628	9400	4049	3698	1789	12374	4588	8140	7623	6540	11450	22122	8677	6734	4410	943	5448	4081	8345	5547
gene-LOC100274558	1934	1071	915	1649	767	2470	809	692	502	1283	638	992	329	491	1575	1023	238	470	168	110	714	263	771	458
gene-LOC100282509	4515	1422	1797	4992	1460	4341	1035	2030	768	3223	1499	2238	1143	1269	3665	1776	366	736	534	311	2250	358	873	787
gene-LOC103626523	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAR-CCU-4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100384399	376	77	43	150	80	353	59	67	63	82	73	149	37	74	247	78	1	62	1	14	9	62	0	8
gene-LOC542546	14837	7424	6559	10529	5381	16953	4650	5178	3251	13098	5897	9166	8293	6916	10864	10666	3617	5804	4652	1508	6720	2122	5211	2621
gene-LOC118472024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109939497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626527	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
gene-TRNAA-CGC-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100217070	1831	388	407	977	344	970	275	438	200	636	325	618	293	228	975	540	240	273	165	21	394	135	284	165
gene-LOC109939498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100217073	644	311	282	359	287	1329	153	175	160	656	508	958	383	318	1406	351	80	136	243	60	99	7	111	86
gene-LOC103626528	730	279	481	510	339	1137	307	259	192	635	396	590	264	355	679	513	107	183	126	47	457	104	301	108
gene-LOC100382295	5390	1963	2049	1965	1299	2692	1119	1198	634	1576	947	1398	733	565	2247	2317	288	1287	175	64	759	415	1157	488
gene-LOC732728	1490	557	543	1538	581	1766	391	336	288	1051	587	1125	680	543	1293	509	775	391	167	151	918	250	445	241
gene-LOC103626529	46	28	42	6	0	3	0	4	2	6	6	2	0	2	2	26	0	7	0	0	0	0	0	0
gene-LOC100276233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100278523	0	0	1	6	4	0	0	0	0	1	0	2	0	0	5	0	0	0	0	0	1	0	0	0
gene-LOC100281330	731	289	342	766	173	584	205	369	235	416	265	316	213	94	512	487	197	169	0	105	507	276	415	127
gene-LOC732744	1437	802	1203	1249	778	2086	667	685	459	1027	629	823	738	465	1177	1270	467	581	571	222	963	509	1335	652
gene-LOC103626530	3	0	1	3	0	2	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0
gene-LOC103626531	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100272626	3	0	0	0	0	0	0	0	1	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0
gene-LOC100502284	62	48	80	74	81	220	41	10	38	66	29	32	33	6	106	17	0	17	0	3	68	0	21	37
gene-LOC103626534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100191747	7225	2427	2348	4616	2050	8540	1646	2501	1326	5373	3178	6427	2656	2171	7185	3671	1108	1355	2158	405	2651	1138	2909	1648
gene-LOC103626537	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626538	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109939500	167	88	125	224	99	239	53	43	44	100	28	69	22	10	49	49	14	16	37	4	36	7	72	28
gene-LOC100281193	161	62	66	85	18	49	38	100	91	871	265	106	67	149	735	15	0	0	0	0	1	11	10	0
gene-LOC100282933	5340	2123	1944	3524	1477	4070	1237	1711	998	1758	1514	2593	1178	1052	3884	3264	968	1291	765	229	2205	523	1263	970
gene-LOC103628268	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589271	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
